tt,BrandLocale,CL-BR,MC-BR
1,ID,test123@test.com,
1,skuId1,SKU109960,SKU53960
1,skuId2,SKU11915,SKU55526
1,skuId3,SKU152414,SKU55513
1,skuId4,SKU149465,SKU150007
1,skuId5,SKU153555,SKU55514
1,REGNAME,DO NOT SHIP,DO NOT
1,FIRSTNAME,DO NOT,DO NOT
1,FIRSTNAMEKAT,,DO NOT
1,LASTNAME,SHIP,SHIP
1,LASTNAMEKAT,,SHIP
1,FULLNAME,,DO NOT SHIP
1,ADDRESS,,
1,ADDRESS2,812,812
1,PHONE,7194342543,3223420536
1,Mobile1,,
1,Mobile2,,
1,ZIPCODE,40713-430,40713-430
1,SUBURB,,
1,STATE,,Itacaranha
1,STATEAC,,
1,CITY,Salvador,Salvador
1,CITYAC,,
1,SUBDISTRICT,,
1,STREET,Rua Troglodita,Rua Troglodita
1,ADDRESS4,,
1,CCHOLDERNAME,testing card,TESTER
1,CREDITCARD,5555555555554444,5555555555554444
1,CVV,737,737
1,CCMONTH,330,330
1,RID,test888@test.com,
1,RID1,test2244@test.com,
1,RID2,test1234@test.com,
1,RID3,test2255@test.com,
1,RID4,test44@44test.com,
1,RID5,test55@55test.com,
1,RID6,test66@66test.com,
1,RID7,test77@77test.com,
1,RID8,test88@88test.com,
1,RID9,test99@99test.com,
1,RID10,test10@10test.com,
1,RID11,test11@11test.com,
1,RID12,test12@12test.com,
1,RID13,test13@13test.com,
1,RID14,test14@14test.com,
1,RID15,test15@15test.com,
1,ENERID1,test2020@test.com,
1,ENERID2,test3030@test.com,
1,ENERID3,test4040@test.com,
1,RPWD,Test@123,Test@123
1,NPWD,Test@123,Test@123
1,TITLE,Mr,Mr
1,DELIVERYMETHOD,,
1,CCMON,,
1,CCYEAR,,
1,PAYMENTMETHOD,,
1,CCM,,
1,CCY,,
1,CCBANK,,
1,SECURITYANSWER,elc,
1,CPASSWORD,,
1,BIRTHYEAR,1999,
1,BIRTHMONTH,11,
1,BIRTHDAY,16,
1,SIGNOUTASSERTTXT,,
1,ORDERMESSAGE,Order Number,mero do Pedido
1,ORDERMESSAGE1,,
1,ORDERCONFIRMURL,,order_complete=
1,SelectQTY,2,
1,OFFERID,,
1,INVALIDOFFERID,,
1,PAYMENTPWD,,
1,LRID1,Testerqa0987+elza1@gmail.com,csselcuser10+mcberu1@gmail.com
1,LRID2,Testerqa0987+elza2@gmail.com,csselcuser10+mcberu2@gmail.com
1,LRID3,Testerqa0987+elza3@gmail.com,csselcuser10+mcberu3@gmail.com
1,LRID4,Testerqa0987+elza4@gmail.com,csselcuser10+mcberu4@gmail.com
1,LRID5,Testerqa0987+elza5@gmail.com,csselcuser10+mcberu5@gmail.com
1,TOBECONFIRMPC,,Pending
1,TOBECONFIRMMOB,,Pending
1,WELCOMEOFFER1,lyl_welcome_15,lyl_tier_1_welcome
1,BIRTHDAYOFFER1,lyl_birthday_tier1,lyl_be_birthday_lover
1,BIRTHDAYOFFER2,,
1,LskuId1,,
1,PrQty,4,4
1,TIER2POINT,,
1,TIER3POINT,,
1,TIER1STATUS,N�vel Smart,LOVER
1,TIER2STATUS,N�vel Brilliant,REAL LOVER
1,TIER3STATUS,N�vel Genius,SUPER LOVER
1,TIER4STATUS,,
1,TIER2UPGRADEOFFER1,,
1,TIER3UPGRADEOFFER1,,
1,REDEEMOFFER1,,
1,EARNPNT1,1,1
1,EARNPNT2,1,1
1,EARNPNT3,1,1
1,BDAYBONUS,1,
1,TIER2UPBONUS,0,
1,TESTFLATPNT,0,
1,TESTOFFER1,0,
1,TESTOFFER2,0,
1,TESTOFFER3,0,
1,TESTOFFER4,0,
1,TESTPNT1,0,
1,TESTPNT2,0,
1,TESTPNT3,0,
1,STATEVALUE,,
1,BRLOC,CL-BR,MC-BR
1,BRAZILFLAG,TRUE,TRUE
1,ORDERCONFIRMURL2,/checkout/confirm.tmpl,/checkout/confirm.tmpl
1,BdayYear,,
1,OFFERDISCOUNT,,15
